Content,Date,Title,Newspaper
中国は、自由と民主主義に基づく香港の社会制度を、異論を許さぬ「中国式」へと強引に改造した。国際約束への違反であり、日米欧は異議を唱え続けねばならない。香港で反体制活動を取り締まる国家安全維持法（国安法）が施行されてから３年が経過した。国安法は「国家分裂」「政権転覆」「テロ活動」「外国勢力と結託して国家の安全に危害を加える行為」を禁じている。具体的な内容は示しておらず、どのような行為が違法となるのかは曖昧だ。香港政府は当初、「抑制的な運用」を表明していた。だが、実際に起きたのは、社会を萎（い）縮（しゅく）させ、抵抗する住民は力で排除する中国式統治の押しつけだった。民主派の主要人物が次々と摘発され、中国共産党批判で知られた香港紙・蘋果日報は廃刊に追い込まれた。国家の安全を脅かしたとして逮捕された人は、この３年で２５０人を超える。香港の世論調査機関は先月、天安門事件の評価を問う恒例の世論調査の結果発表を中止した。国安法の適用を恐れ、自主規制したのだろう。天安門事件は、民主化運動に対する武力弾圧だが、中国は「反革命暴乱」としている。香港の選挙制度も、当局が「愛国者」と認めた者しか立候補できない仕組みに改悪された。今春には、香港の女子学生が日本留学中にＳＮＳで香港独立を支持する発信をしたとして、香港に一時戻った際に逮捕された。海外を拠点に政府批判を続ける民主活動家らを威嚇する狙いだろう。日本での発信が監視され、国安法の摘発の材料にされたのは看過できない。国安法は、日本人も摘発の対象になりうる。政府は香港当局に対し、言論の自由の保護を強く求め続ける必要がある。国安法の導入は、香港の「高度な自治」を５０年間維持するとうたった１９８４年の中英共同宣言に反している。国際的な批判に対し、中国が「内政干渉だ」と突っぱねているのは筋が通らない。中国化する香港を嫌い、海外に移住する住民も相次いでいるという。金融関連の人材が流出し、国際金融センターとしての香港の地盤沈下が進めば、中国の国益にも反するのではないか。中国が香港の「一国二制度」を有名無実化した以上、台湾の統一に「一国二制度」を適用するという主張は空疎に響く。台湾で統一への拒否感が強まり、日米欧の台湾問題への関与が増大しているのは、中国自身が招いた結果だ。,2023-07-01 00:00:00,香港国安法３年中国式統治で自由が奪われた,yomiuri
若者の「国家公務員離れ」に歯止めをかけられなければ、行政の質は低下しかねない。中央省庁で常態化している長時間労働を是正し、負担を軽減していくことが重要だ。人事院の発表によると、２０２３年度春の国家公務員総合職試験の申込者数は１万４３７２人で、過去２番目に少なかった。倍率は過去最低の７・１倍だった。春と秋の年２回行われている総合職試験の申込者数は、２０年度から３年連続で２万人を下回っている。キャリア官僚と呼ばれる総合職の仕事に魅力を感じない学生らが増えているのは明らかだ。また、入省１０年未満で退職した人は、２０年度に１０９人を数え、３年連続で１００人を超えた。経済や社会の変化に応じて、制度を見直したり、新たな政策を立案したりする官僚の役割は大きい。官僚志望者の減少や、若手・中堅の離職を食い止めるには、働き方を見直さねばならない。官僚にとって大きな負担になっているのが、国会対応だ。昨年の臨時国会で、議員の質問通告に対して官僚が答弁を作り終えた平均時刻は、委員会が開かれる当日の午前３時近くだった。与野党は今月、衆院議院運営委員会の理事会で「速やかな質問通告に努める」ことで一致した。１４年の与野党合意の内容を、国会の正式な組織で改めて取り決めた形だが、「速やか」という曖昧な表現で現状を改善できるのか。政府内では、官僚の国会答弁作成の負担を軽減するため、生成ＡＩ（人工知能）を活用しようという案が浮上している。だが、政府の答弁は政策そのものだ。立法権をＡＩに委ねるようなことはあってはならない。官僚の負担軽減は、議員が質問通告を早めることで実現すべきだ。官僚の業務は、政策立案や国会対応にとどまらない。０１年に情報公開法が施行され、開示請求に基づき、様々な行政文書を公開する業務が加わった。非効率な施策を見直すため、民主党政権下で始まった行政事業レビューは、全省庁の業務が点検対象だ。政策の効果を検証することは大切だが、そのために本来の業務が滞ったら本末転倒だ。政府は今も行政改革の一環で、国家公務員の定員を削減し続けている。公務員１人あたりの負担が増しているのは明白だ。日本の国家公務員数は人口比でみれば、欧米よりも少ない。中途採用も活用しながら、定員を増やすことを検討してはどうか。,2023-06-30 00:00:00,官僚の働き方負担軽減へ定員増も考えたい,yomiuri
株主総会で、企業と株主が対立するケースが目立ってきた。株主総会はもはや会社側の提案を追認するだけの場ではなくなり、株主との真剣勝負の場になったと言える。３月期決算企業の株主総会が山場を迎え、集中日の２９日は約６００社の上場企業が総会を開いた。今年は、株主から議案の提案を受けた企業が９０社に上り、過去最多となった。議案数も前年から約５０件増えて３４０件を超えた。以前はすんなり認められた取締役の選任案にも波乱が起き、総会の変化を物語っている。エレベーター大手フジテックでは昨年、大株主の海外投資ファンドが、創業家出身の内山高一氏の企業統治を問題視し、社長職からの退任に追い込んだ。今年は、内山氏側が取締役選任案などを提案したが、全て否決された。海洋土木を手がける東洋建設では、株式の非公開化を要請する投資ファンドが推す取締役候補者から７人が選ばれ、全取締役の過半を占める異例の事態となった。トヨタ自動車では、豊田章男会長の再任への賛成比率が８４・６％と、前年から１１ポイント下がった。議決権行使の助言会社が、「取締役会の独立性が十分ではない」と問題視したことが影響したという。各企業の経営者は緊張感を持ち、企業価値の向上や企業統治の改革に取り組む必要がある。総会では、株主への利益還元の拡充に関する提案も多い。熊谷組には、海外投資ファンドが配当の増額や、株価上昇につながる自社株買いを提案した。大林組でも配当の上乗せを要求する提案が出されたが、否決された。「物言う株主」と呼ばれる海外投資ファンドは、短期的な利益を追求しがちだ。事業の切り売りや、投資よりも利益の株主還元を優先することを求めるなどして、将来の成長を妨げる恐れもある。物言う株主の主張が経営の混乱を招かないよう、企業は長期的な成長への戦略を明確に示し、多くの株主に丁寧に説明すべきだ。デジタル化を始めとする成長分野への投資のほか、賃上げなど人への投資の強化も明示してほしい。株主の要求は多様化している。トヨタや、三菱ＵＦＪなどの３メガバンクグループ、三菱商事に対しては、海外の資産運用会社などが、脱炭素への取り組み状況を開示するように要請した。女性取締役の登用を重視する機関投資家の動きもある。各社は、株主の様々な声に耳を傾け、経営改革に生かしてもらいたい。,2023-06-30 00:00:00,株主総会企業経営者は緊張感を高めよ,yomiuri
女性の社会進出が当たり前になった今でも、政治分野では高いハードルが立ちはだかっている。政治に携わる女性をどう増やすか、各党の取り組みが問われよう。スイスの民間研究機関「世界経済フォーラム」が、２０２３年版の男女平等度ランキングを発表した。日本は１４６か国中１２５位で、前年より九つ順位を落とし、過去最低だった。先進７か国（Ｇ７）で最下位だった。評価対象の４分野のうち、教育機会と健康に関しては男女の格差がほとんど見られなかったが、政治参加（１３８位）と経済分野（１２３位）は、他国に比べて格差が大きいと指摘された。イタリアで昨年、初の女性首相にメローニ氏が就任したように、欧州では多くの女性が国を率いる立場になっている。日本でも徐々に女性の政治家は増えているが、国際的に見れば存在感が薄いのは明らかだ。衆院議員の女性の比率が１０・３％にとどまっていることや、岸田内閣の女性閣僚が２人しかいない現状も低い評価につながったのだろう。女性の政界進出を阻む要因には、家庭との両立の難しさや「政治は男性が行うもの」といった固定的な役割分担意識があろう。政府や与野党は現状を直視し、対応を考える必要がある。１８年には、国会や地方議会の選挙で男女の候補者数をできる限り均等にするよう、政党の努力を求める「政治分野における男女共同参画推進法」が議員立法で成立した。各党には、人材を発掘して政治への参加を促す責務がある。女性の政治参加が進めば、女性ならではの視点を政策に取り入れることができる。少子化対策や非正規雇用の問題など、女性に関わりが深い課題について、多様な意見を反映させることが大切だ。地方では女性の政治家が増えている。先の統一地方選では、道府県議選と市区町村議選で約２９００人の女性が当選し、当選者に占める割合は１９・９％に達した。女性の政治参加は、地方議員のなり手不足の解消にも役立つだろう。将来の国政の担い手としても期待できるのではないか。近年、女性候補がセクハラや誹謗（ひぼう）中傷を受ける事態が問題になっている。有権者が投票の見返りにデートに誘ったり、女性の容姿を批判したりするケースがある。こうした事態を放置していたら、政治を志す女性は増えまい。自治体は、相談窓口の設置や、有権者への啓発を検討すべきだ。,2023-06-29 00:00:00,女性の政治参加積極的な候補擁立を進めたい,yomiuri
技術の進歩で一般人が深海や宇宙に行けるようになった。しかし、こうした特殊な旅行については安全規制が整備されていない状態で、危険が伴うことを忘れてはならない。カナダ沖の北大西洋に沈んでいるタイタニック号の見学ツアーをしていた潜水艇が消息を絶ち、海底で散乱した破片が見つかった。船体が水圧で一気に押しつぶされたとみられている。米沿岸警備隊は乗っていた５人全員が死亡したと発表した。歴史的にも珍しい深海での事故だ。潜水艇は、米オーシャン・ゲート社の所有で、最高経営責任者（ＣＥＯ）の男性が操縦していた。ほかの４人は英仏の実業家や富豪らで、参加費用は１人約３５００万円だったという。富裕層や冒険家の間では、多少の危険を冒しても間近でタイタニック号を見たいという、一定の需要があるのが現実である。タイタニック号が沈んでいるのは水深３８００メートルの海底だ。強い水圧がかかる４０００メートルの深海に到達できる潜水艇は少なく、高い性能が要求される。民間船でも、第三者機関の認証を取得するのが一般的だという。ところが、今回の潜水艇はこうした認証を得ていなかった。社内外から、強度試験や認証を受けるよう求められていたが、ＣＥＯは「規制が技術革新を妨げている」と、耳を貸さなかったという。乗客を乗せツアーを行う企業のトップとして、人命を軽視した無責任な姿勢というほかない。こうした経緯を考えれば、事故は起こるベくして起こったと言える。船体の構造にも疑問が持たれていた。複数の素材をつなぎ合わせた円筒形の船体という独自の設計で、専門家は以前から、強度不足の恐れを指摘していた。乗客は事前に「実験的な船舶であり、死傷することもあり得る」と明記された書類に署名していたとされる。ただ、企業側に重大な過失がある場合、今後、責任が追及される可能性もあるだろう。乗客の英国人実業家は、米宇宙企業のロケットで短時間の宇宙旅行を楽しむツアーにも参加していた。ロケットの打ち上げは米当局の規制対象だが、規制は地上の安全確保が目的で、乗客の安全の保証を主眼としたものではない。民間企業の冒険ツアービジネスが活発化すると、料金が下がり、客層が富裕層以外にも広がる可能性がある。そうなる前に、こうした特殊なツアーについても規制強化の議論が必要になるだろう。,2023-06-29 00:00:00,潜水艇の事故無責任なツアーが惨事招いた,yomiuri
インド太平洋地域で軍事的影響力を増大させる中国を抑止するには、米印両国の連携が不可欠である。首脳間で合意した防衛協力を基に、関係をさらに強化してもらいたい。米ワシントンでバイデン大統領とインドのモディ首相が会談し、合意内容を盛り込んだ共同声明を発表した。米企業とインドの国有企業による戦闘機エンジンの共同生産は、画期的な成果だ。共同生産はインドで行われ、米側からの技術移転も進められるという。米国が同盟国以外の国に高度な軍事技術を提供するのは、極めて異例だ。インドへの米国製無人機の売却でも合意した。インドは中国との間で国境紛争を長年抱えており、紛争地域では両国の兵士による衝突も起きている。対立が続く中で、米国との防衛協力を強化し、対中抑止力を向上させる狙いは明らかだ。ウクライナ侵略を受けて、武器調達をロシアに依存する構造の危うさを認識し、調達先を多角化させる思惑もあるのだろう。米印首脳の共同声明は、南・東シナ海やインド洋での中国の海洋進出を念頭に、力による一方的な現状変更に対する「強い反対」を明記した。中国の脅威に直面している日本にとっても、心強い成果だと言える。日米豪印の協力の枠組み「クアッド」をさらに加速させたい。一方、侵略を続けるロシアへの対応については、米印の温度差が残されたままだ。共同声明では、ウクライナ情勢への「深刻な懸念」や、「ルールに基づく国際秩序の尊重」が強調されたが、一方でロシア非難や対露制裁の文言は見送られた。インドは、大国と距離を置く非同盟主義の伝統があるが、国際法が踏みにじられ、主権と領土が侵害される事態を容認すれば、自国の安全保障も脅かされるだろう。そうした観点に立って、ロシアとの関係も見直してもらいたい。モディ政権は、イスラム教徒などの宗教的少数派や野党を抑圧しているとして、国際的に批判されている。モディ氏が今回、米議会で演説を行った際も、一部の議員が出席をボイコットした。それでも、バイデン氏はモディ氏との共同記者会見で、インドの人権問題に直接言及しなかった。対中戦略上、インドと足並みを揃（そろ）えることを優先したのだろう。日米などとの結束が乱れることがないよう、インドが「世界最大の民主主義国」にふさわしい行動をとることを期待したい。,2023-06-28 00:00:00,米印首脳会談対中危機感が結束を強めた,yomiuri
人気歌舞伎役者の家族に何が起きたのか。親子で心中を図るほどの苦悩とはいかなるものだったのか。事件が歌舞伎界に与えた影響は大きい。母親の自殺を手助けしたとして、警視庁は、歌舞伎俳優の市川猿之助容疑者を自殺ほう助の疑いで逮捕した。猿之助容疑者は先月、東京都内の自宅で両親とともに倒れているのが見つかり、両親は死亡が確認されていた。死因はいずれも向精神薬中毒とみられ、母親の遺体からは、猿之助容疑者が病院から処方されていた睡眠薬と同じ成分が検出されたという。警視庁は、猿之助容疑者が持っていた多量の睡眠薬を母親に渡し、飲ませたとみている。猿之助容疑者は逮捕前の任意の調べに、「家族で話し合って心中を図った」と説明したという。自宅からは猿之助容疑者が書いた複数の遺書が見つかっている。今後の捜査は、母親が亡くなった経緯に加え、猿之助容疑者と父親の死亡との関わりについても、解明が重要になる。両親がすでに死亡しているため、本人や周辺関係者の供述のほか、状況証拠の積み重ねも欠かせない。猿之助容疑者は両親と３人で暮らしていた。父親の歌舞伎俳優・市川段四郎さんは近年、体調不良のため舞台から遠ざかっていた。猿之助容疑者を巡っては、週刊誌が俳優や劇場関係者に対するハラスメントの疑いを報じていた。いかなる理由があっても、自殺を手助けする行為は許されない。一方で、週刊誌報道や父親の体調不良の影響があったのか、周囲に相談できる人はいなかったのか、といった疑問は消えない。華やかな芸能の世界に身を置きながら、私生活では孤独や苦悩を抱えていたのかもしれない。猿之助容疑者が所属する「澤瀉（おもだか）屋（や）」は明治期の発祥で、歌舞伎界では新興の一門とされた。しかし、伯父にあたる市川猿翁さんが手がけた「スーパー歌舞伎」が一世を風靡（ふうび）し、一大勢力となった。その系譜を継ぐ猿之助容疑者は歌舞伎界屈指の俳優だった。自ら脚本や演出を手がけ、テレビドラマや映画でも活躍していた。歌舞伎界は近年、若者の人気が伸び悩み、コロナ禍で劇場の客足も遠のいていた。猿之助容疑者は苦境に陥った業界の牽引（けんいん）役を期待される存在だっただけに、ファンのショックも大きいはずだ。猿之助容疑者は、若者向けの新作演目にも積極的に取り組んでいた。歌舞伎界には、舞台の活性化という課題が残された。,2023-06-28 00:00:00,猿之助容疑者華やかさの陰に孤立あったか,yomiuri
天皇、皇后両陛下がインドネシアへの親善訪問を終えられた。過去の戦争の記憶を継承しつつ、両国の未来を志向する交流だったと言えよう。海外への親善訪問は即位後初めてとなった。７日間の日程でジョコ大統領夫妻と会見したり、寺院を視察したりされた。お二人がそろって親善目的で海外を訪問されるのは２００２年以来、２１年ぶりのことだった。インドネシアは、経済成長が著しい東南アジアの大国で、日本とは長年、協力関係にある。上皇ご夫妻も１９９１年、平成初の外国公式訪問で訪ねられた。２００４年に起きたインドネシア・スマトラ島沖地震や１１年の東日本大震災の際、両国は援助隊や支援物資を互いに送りあった。今回インドネシアが訪問先に選ばれたのは、こうした歴史的な結びつきを重視したためだろう。旧日本軍は第２次世界大戦の終戦まで３年半、オランダ領だったインドネシアを支配下に置いた。その後、日本兵の一部は現地に残留し、インドネシアの独立戦争に加わってオランダと戦った。両陛下は今回、インドネシア人ら約１万人と、日本兵２８人が眠る墓地を訪問された。生き残った日本兵も不遇な時期を送った。天皇陛下は日本兵の子孫に面会し、「１世の方々はご苦労なさいましたね」とねぎらわれた。戦時下で幼少期を過ごした上皇さまは、平成の天皇として平和を願う気持ちを各国への慰霊の旅で示された。戦後生まれの天皇陛下も、同じ願いを受け継がれているというメッセージが、現地の人々に伝わったのではないか。天皇陛下は現地の大学生らとも交流された。インドネシアには日本語を学習する人が多く、日本のアニメもブームだという。来日して、医療や福祉の現場で活躍する人も少なくない。若い世代との交流を通じて、政治や経済の分野にとどまらず、両国の文化的な絆も深めたいと願われているのだろう。体調不良で療養を続けられている皇后さまにとっては、王室の即位式や葬儀への参列を除き、久しぶりの外国訪問となった。皇后さまは元外交官で、皇室の国際親善を担う役割が期待されたが、これまで環境が整ってこなかった。今回の訪問では大統領夫人と懇談したほか、伝統的な弦楽器の演奏を鑑賞し、染め物作りも体験された。今後も、令和の皇室が目指す各国との友好親善を支えていかれることだろう。,2023-06-27 00:00:00,両陛下親善訪問外国と絆を深める旅の第一歩,yomiuri
カギがかかっていて暗い。古い本しか置いていない。そんな学校図書館は少なくないのではないか。子どもたちが集い、思い出に残る本と出会える場所に整備する必要がある。公立小中学校の図書購入費として国が自治体に交付している資金が十分に活用されていない。２０２１年度は２２０億円を交付したが、実際に図書の購入に使われたのは１２６億円にとどまった。この資金は、使途が自治体の裁量に任されているため、自治体は福祉の充実や教育現場のＩＣＴ（情報通信技術）整備などを優先したとみられている。図書の購入に充てられるべき資金が、他の政策に使われている現状は看過できない。社会のデジタル化が進み、多くの情報が氾濫している。真偽を見極め、情報を正しく活用する能力を身につけるには、読書活動が欠かせない。思考力を養う探究学習の場としても、学校図書館の役割は高まっている。子どもの読書環境を整えることは、未来への投資である。目先の課題ばかりに目を奪われず、本来の目的通りに使うべきだ。国は補助金のように、使途を限定した形での支給を検討してはどうか。ドイツが東西に分かれているという古い記述の本が、そのまま置かれている学校もある。残すべき本と、買い替えるべき本の選別を進めなければならない。そのためにも、本に関する専門知識を持った学校司書や司書教諭の存在が重要になる。「面白い本が読みたい」と駆け込んでくる子どもたちに、的確に本を紹介する役割も期待されている。学校司書が不在で、多くの時間帯は図書館が閉まっている学校が珍しくない。学校図書館は、子どもの居場所としての機能も大きい。悩みを抱えた子どもの異変を察知できることもあるだろう。学校司書らの配置を進め、気軽に立ち寄れる場所にしたい。足を伸ばして本を読めるよう床に絨毯（じゅうたん）を敷いたり、漫画やコタツを置いたりして、居心地を良くしている学校もある。各自治体や学校で工夫を凝らしてほしい。活字文化と学校図書館の議員連盟は今月、非正規雇用が多い学校司書の待遇改善や、図書の充実を求める決議を採択した。政府や自治体への働きかけを強め、改革につなげてもらいたい。図書館で出会った一冊の本が、心に深く刻まれ、人生に大きな影響を与えるかもしれない。その重みを関係者の間で共有したい。,2023-06-27 00:00:00,学校図書館子どもが集う楽しい場所に,yomiuri
政権に公然と挑戦する反乱が起き、その首謀者を厳罰に処すと公言していたのに、事態収拾を優先して不問に付した。ロシアのプーチン体制の弱さと脆（もろ）さが露呈したと言える。プーチン大統領に反旗を翻したのは、ロシアのウクライナ侵略に加担している露民間軍事会社ワグネルの創設者プリゴジン氏だ。武装蜂起を宣言し、一部の露軍施設を制圧した上で、部隊を首都モスクワに向かわせた。ワグネルは、数万人の受刑者らを戦闘員に仕立ててウクライナの前線に送り、一定の戦果を上げていた。プリゴジン氏と軍の間では以前から主導権争いがあった。露国防省がワグネルを傘下に入れようとしたことへの反発が、蜂起の動機とみられている。異論を一切許さず、反政権デモを即座に鎮圧するプーチン政権下で、大規模な反乱が起きたのは初めてだ。プーチン氏は、緊急演説で武装蜂起を「裏切り」だとし、鎮圧を宣言した。政権が揺らぎかねない危機感からだろう。露軍とワグネルの本格的な武力衝突も想定され、緊張が高まる中、プリゴジン氏は一転してモスクワへの進軍停止を命じた。一方、政権側はプリゴジン氏の反乱扇動に対する捜査を中止し、蜂起に加わった戦闘員の罪も問わないと発表した。プリゴジン氏はベラルーシに出国するという。プーチン氏は、モスクワでの交戦を避けるために、プリゴジン氏を免罪するという妥協に追い込まれたのだろう。反乱に対し、鎮圧も、処罰もできなかったプーチン氏の威信低下は避けられない。指導者に都合の良い情報しか入ってこない強権体制ならではの失態ではないか。今回の事態は、ウクライナ情勢にも大きな影響を及ぼす。プリゴジン氏は蜂起を前に、ロシアが侵略の根拠としていた「ウクライナでのロシア系住民への迫害」や「北大西洋条約機構（ＮＡＴＯ）がロシアを攻撃してくる」といった主張について、自らのＳＮＳで虚偽だと公言した。プーチン政権が、侵略の正当性に対する国民の疑問を抑え込むのはさらに難しくなるだろう。ワグネルが多大な人的犠牲を出しながら、これまでのように前線で戦い続けることも期待できまい。ロシアの混乱と政権の弱体化は、プーチン氏自らが侵略という暴挙によって招いた事態である。国内の安定を望むのなら、即座にウクライナから軍を撤収させ、法の支配の原則に従うべきだ。,2023-06-26 00:00:00,ロシアで反乱プーチン氏の弱さが露呈した,yomiuri
航空機産業は、関連する部品メーカーが多いほか、安全保障にも関わる大事な分野である。産業の基盤を強化するため、国が戦略を練り直し、成長産業にしていくべきだ。経済産業省は、航空機産業の課題と戦略を論議する有識者会議を設けた。国産ジェット旅客機「三菱スペースジェット（ＭＳＪ）」の開発が頓挫した経緯を検証し、産業としての新たな成長戦略を今年度中にまとめるという。国産ジェットは、国が旗振り役となり、２００８年に三菱重工業が事業化を決めた。しかし、部品調達の遅れや配線の設計変更などで、納入の延期を繰り返した。特に、米国や日本での就航に必要な「型式証明」の取得に手間取ったことが響いて、今年２月に開発の継続を断念した。三菱重工が１兆円規模の資金を投じ、国も約５００億円の補助金を出した巨大プロジェクトである。失敗の要因を点検し、今後に生かすことが大切だ。型式証明が得られなかったのはなぜか。国の支援は十分だったのか。徹底的に検証せねば、再挑戦しても同じ轍（てつ）を踏みかねない。航空機は、部品点数が自動車よりはるかに多く、産業の裾野が広い。発展すれば、雇用の創出を含め経済への波及効果は大きい。日本はエンジンや、翼、胴体などの部品では競争力を持っている。まずは、部品メーカーを強くしていくことが重要だろう。世界の航空機需要はコロナ禍で一時的に減ったが、今後はアジアを中心に増える見通しだ。主に小型機が伸びるとみられている。だが、現状では、日本の部品が使われているのは米ボーイング「７８７」のような中型機以上が大半だという。利用先を小型機にも広げる必要がある。システムや内装など「装備品」と呼ばれる分野では、日本企業のシェア（占有率）が低い。ＭＳＪでは、装備品を輸入に頼ったことが開発が滞る一因ともなった。この分野の強化も大きな課題だ。脱炭素に向け、世界では、エンジンとモーターを併用するハイブリッド機など、次世代航空機の導入を図る動きも進んでいる。日本企業が対応できるよう、国が明確な戦略を示してほしい。航空機産業の強さは、安全保障とも密接に関係する。日本は英国、イタリアと次期戦闘機の共同開発で合意した。日本からは三菱重工やＩＨＩなどが参加するという。ＭＳＪの経験も生かし、技術力の向上につなげてもらいたい。,2023-06-26 00:00:00,航空機産業成長の戦略を再構築できるか,yomiuri
ロシアの侵略を一日も早く終わらせ、ウクライナの復興を進めることは国際社会全体の責務だ。ウクライナ軍の反転攻勢は、その試金石となる。結束して支援したい。ウクライナの反攻は６月上旬から、ロシアが占領する南部と東部の領土奪還を目指して始まった。作戦はまだ初期段階だが、ゼレンスキー大統領はこれまでの進展について、「我々が望んでいたより遅い」と述べた。露軍が防衛のために敷設した地雷原によって前進が妨げられているという。欧米がウクライナに供与した戦車や歩兵戦闘車も損害を受けたとみられている。米国は戦闘車両の追加供与を表明した。領土奪還の戦いは、相手の地雷原や塹壕（ざんごう）を突破する必要があるため、領土防衛よりも、兵員の犠牲や装備の損失が多くなるのは避けられない。成果を上げるのにも時間がかかる。各国は長期戦を覚悟で支援を続けねばならない。最大の焦点は南部ザポリージャ州の攻防だ。この地域は、ロシアが一方的に実効支配しているウクライナのクリミア半島と、ロシア本土を結ぶ要衝となっている。ウクライナ軍が拠点都市のメリトポリなどを奪還できれば、ロシアからクリミアへの燃料や弾薬などの補給路が断たれ、ロシア軍の兵站（へいたん）は厳しい状況に追い込まれる。ウクライナから露軍を撤収させる契機になるとされる。ウクライナ南部カホフカ水力発電所のダム決壊は下流域に大洪水を起こし、東京２３区の面積に匹敵する広範な地域が水没した。戦況への影響に加え、農業や生態系、自然環境にも長期かつ壊滅的な打撃を与えると指摘されている。当面の急務は、洪水で家を失った人々への支援だが、この地域を支配しているロシアは、国連スタッフなどの立ち入りを認めていない。非人道的な対応には、強い憤りを覚える。ウクライナは戦時下にあるが、多くの人々は日常生活を送り、ロシアに攻撃された施設や住居の復旧作業を進めている。軍事支援だけでなく、中長期的な復興支援も極めて重要だ。英国では、６１か国の政府や民間企業の代表が参加し、ウクライナ復興を議論する国際会議が開かれた。各国から８兆５０００億円規模の拠出表明があったという。将来の展望を示すことは、ウクライナの人々を勇気づけるはずだ。日本は、がれき除去や地雷処理、交通インフラの再建などで中心的な役割を果たしたい。,2023-06-25 00:00:00,ウクライナ情勢復興見据えて反攻を支えたい,yomiuri
リニア中央新幹線の一部工事が停滞している現状は見過ごせない。建設主体のＪＲ東海は科学的な根拠に基づく対策を講じ、自治体や住民の理解を早急に得るべきだ。リニア中央新幹線は、超電導の技術を用いて、東京・品川―大阪間の４３８キロ・メートルを１時間強で結ぶ構想だ。ＪＲ東海は、２０３７年の開業を目指している。政府は、全線開通による年間の経済効果を６・５兆円と見込んでいる。災害時には、東海道新幹線のバイパスの機能を果たす役割も期待されよう。このうち品川―名古屋間は２７年の開業を目指し、１４年末に工事が始まった。だが、静岡県側の南アルプスを貫くトンネル工事は、県の認可が得られていない。静岡県の川勝平太知事は、トンネルの新設により、南アルプスの山々に蓄えられた水が流れ出し、県民の生活用水である大井川の水量が減る、と訴え続けている。わき水をすべて大井川に戻す方法が確立されない限り、工事を認めない考えだ。ＪＲ東海は、トンネル開通後に出た水について、全てポンプでくみ上げ、大井川に戻す方針だ。さらに、工事期間中に川に戻すことが困難な水に関しても、大井川上流の田代ダムから供給する案を提示し、今月からはダムを管理する企業と協議を始めた。田代ダムの活用にめどがつけば、大井川の水をすべて川に戻す、という川勝氏が掲げていた条件は満たされる形になる。大井川流域の１０市町は概（おおむ）ね、田代ダムの活用案を歓迎している。リニアの工事に伴うインフラ整備に期待している面もあるのだろう。川勝氏は、流域の自治体とも十分に協議してもらいたい。静岡県内の着工に向けては、なおクリアすべき課題がある。トンネルの掘削で発生する大量の土をどう処理するかで、ＪＲ東海と県の議論は進んでいない。ＪＲ側は南アルプス山中に土の置き場を設ける予定だが、川勝氏は、地盤の脆（もろ）い場所があり、崩落が起きかねないと反発している。地元の不安を解消するには、科学的な知見に基づく対策が不可欠だ。ＪＲ東海は、自治体や地元住民の理解を得られるよう、丁寧な説明に努めねばならない。リニア中央新幹線は総事業費９兆円のプロジェクトで、このうち３兆円は国の財政投融資が充てられる。政府はＪＲ東海と静岡県の対話が円滑に進むよう、後押しする必要がある。,2023-06-25 00:00:00,リニア工事停滞科学的知見もとに前進目指せ,yomiuri
多くの住民を巻き込んだ凄惨（せいさん）な戦争を、二度と起こしてはならない。沖縄の苦難の歴史を胸に刻み、平和と安全を守っていくことが大切だ。太平洋戦争の沖縄戦の犠牲者を悼む「慰霊の日」の２３日、糸満市で全戦没者追悼式が営まれた。７８年前のこの日、旧日本軍の組織的戦闘が終結したとされる。沖縄戦では、日米で２０万人以上が死亡し、このうち９万４０００人もの住民が命を落とした。本土への侵攻を遅らせるため、旧日本軍は、沖縄本島南部に撤退してからも戦いを続行し、多くの住民が戦渦に巻き込まれた。いつの時代も戦争は理不尽に命を奪い、人々の生活を破壊する。犠牲者の無念に思いをはせ、平和への誓いを新たにしたい。岸田首相は式典で、「世界の誰もが平和に暮らせる世の中を実現するため、不断の努力を重ねていく」と語った。沖縄戦と、ウクライナで続く悲劇を重ね合わせ、犠牲者の冥福（めいふく）を祈った人も多いのではないか。沖縄県は那覇市の首里城周辺で、旧日本軍が地下に構築した「司令部壕（ごう）」の調査を進めている。旧軍が爆破し、正確な位置が把握できなかったが、地下の探査で、作戦室などがあった「第１坑道」の場所を特定したという。戦争の苛烈な実相を後世に伝えるため、県は保存や公開を検討してもらいたい。沖縄県を含む南西諸島の安全保障環境は、厳しさを増している。中国は尖閣諸島周辺で領海侵入を常態化させており、台湾周辺では軍事活動を強めている。南西諸島の防衛力の強化は、重要な課題だ。防衛省は、宮古島や石垣島に陸上自衛隊の駐屯地を整備し、ミサイル部隊を配備した。在日米軍と連携し、抑止力を高めていく必要がある。沖縄県の安全を守るには、県の協力が欠かせない。だが、玉城デニー知事は式典で、防衛力強化が「県民に不安を生じさせている」と述べた。沖縄が攻撃目標になりかねないとして、自衛隊が導入する長射程ミサイルの県内配備にも反対している。脅威が存在しないならともかく、現実に脅威が高まっている中で、これに備えるための防衛力強化がかえって緊張を高めるという主張は、理解に苦しむ。もとより、在日米軍施設が沖縄に集中する現状は、早急に是正せねばならない。政府は、普天間飛行場移設など、基地の整理・縮小を着実に進めるべきだ。,2023-06-24 00:00:00,沖縄慰霊の日戦禍を繰り返さぬ誓い新たに,yomiuri
